id,brand,stock,current,suggested,category
12999199,huawei,0.0,Huawei Mate 10 Battery,Battery for Huawei Mate 10,Mobile Phone Parts
12998497,huawei,0.0,Huawei Mate 10 Pro Back Glass,Back Glass for Huawei Mate 10 Pro,Mobile Phone Parts
12998065,huawei,0.0,Huawei Mate 10 Screen,Screen for Huawei Mate 10,Mobile Phone Parts
12999057,huawei,0.0,Huawei Mate 20 Pro Screen,Screen for Huawei Mate 20 Pro,OLD-Phone Screens
12998664,huawei,0.0,Huawei Nova 3i Battery,Battery for Huawei Nova 3i,Mobile Phone Parts
12998542,huawei,0.0,Huawei Nova 5T Back Glass,Back Glass for Huawei Nova 5T,Mobile Phone Parts
12999310,huawei,0.0,Huawei P10 Battery,Battery for Huawei P10,Mobile Phone Parts
12998576,huawei,0.0,Huawei P20 Pro Screen,Screen for Huawei P20 Pro,OLD-Phone Screens
12999323,huawei,0.0,Huawei P30 OLED Screen,Screen for Huawei P30,OLD-Phone Screens
12999470,huawei,0.0,Huawei Phone Huawei P30 lite/Nova 4E Screen,Screen for Huawei P30 lite/Nova 4E,OLD-Phone Screens
12999243,huawei,0.0,Huawei Phone Mate 20 Screen,Screen for Huawei Mate 20,OLD-Phone Screens
12999305,huawei,0.0,Huawei Phone P30 Lite Back Glass,Back Glass for Huawei P30 Lite,OLD-Phone Screens
12998996,huawei,0.0,Huawei Phone P30 Pro Charging Port,Charging Port for Huawei P30 Pro,Mobile Phone Parts
12999397,huawei,0.0,Huawei Phone P30 Pro Screen,Screen for Huawei P30 Pro,OLD-Phone Screens
12998810,huawei,0.0,Huawei Phone P30 Screen,Screen for Huawei P30,OLD-Phone Screens
12828272,huawei,0.0,Huawei Phone P9 / Honor 8 / P9 Lite / P10 / P20 Lite Battery,Battery for Huawei P9 / Honor 8 / P9 Lite / P10 / P20 Lite,Mobile Phone Parts
12997993,huawei,-1.0,Huawei Mate 10 Pro Battery,Battery for Huawei Mate 10 Pro,Mobile Phone Parts
12997837,huawei,-1.0,Huawei Mate 10 Pro Charging Port,Charging Port for Huawei Mate 10 Pro,Mobile Phone Screens
12998539,huawei,-1.0,Huawei Nova 5T Screen with Frame,Screen for Huawei Nova 5T,Mobile Phone Parts
12999362,huawei,-2.0,Huawei Nova 2i Battery,Battery for Huawei Nova 2i,Mobile Phone Parts
12828245,ipad,4.0,iPad mini 3 Touch Screen with Home Button IC White,Home Button for mini 3 Touch Screen with White,Mobile Phone Parts
12828251,ipad,3.0,iPad Air 1 Battery,Battery for Air 1,Mobile phone Batteries
12828232,ipad,3.0,iPad mini 3 Touch Screen with Home Button IC Black,Home Button for mini 3 Touch Screen with Black,Mobile Phone Parts
12828259,ipad,2.0,iPad 2 Battery,Battery for 2,Mobile phone Batteries
12828278,ipad,2.0,iPad mini 1 Battery,Battery for mini 1,Mobile phone Batteries
12997846,ipad,2.0,iPad Pro 10.5 battery,Battery for Pro 10.5,Mobile phone Batteries
12997843,ipad,1.0,iPad 2017 (5th Gen) battery,Battery for 2017 (5th Gen),Mobile phone Batteries
12997683,ipad,1.0,iPad 2017 (5th Gen) Charging Port,Charging Port for 2017 (5th Gen),Mobile Phone Parts
12997684,ipad,1.0,iPad 2018 (6th Gen) Charging Port,Charging Port for 2018 (6th Gen),Mobile Phone Parts
12997675,ipad,1.0,iPad 2018 Home Button Flex black,Home Button for 2018 Black,Mobile Phone Parts
12828247,ipad,1.0,iPad 3 Battery iPad 4 Battery,Battery for 3 Battery iPad 4,Mobile phone Batteries
12827950,ipad,1.0,iPad 4 Charging Port,Charging Port for 4,Mobile Phone Parts
12997681,ipad,1.0,iPad Air 1 Charging Port,Charging Port for Air 1,Mobile Phone Parts
12997682,ipad,1.0,iPad Air 2 Charging Port,Charging Port for Air 2,Mobile Phone Parts
12997672,ipad,1.0,iPad Air 2 Home Button Flex White,Home Button for Air 2 White,Mobile Phone Parts
13000174,ipad,1.0,iPad Air 4th (2020) A2316 LCD Screen,Screen for Air 4th (2020) A2316,iPad Parts
12827582,ipad,1.0,iPad mini 2 Charging Port / iPad mini 3 Charging Port,Charging Port for mini 2 Charging Port / iPad mini 3,
12997668,ipad,1.0,iPad Mini 3 Home Button Flex Black,Home Button for Mini 3 Black,Mobile Phone Parts
12997841,ipad,1.0,iPad mini 4 Battery,Battery for mini 4,Mobile phone Batteries
12997680,ipad,1.0,iPad Mini 4 Charging Port,Charging Port for Mini 4,Mobile Phone Parts
12997669,ipad,1.0,iPad Mini 4 Home Button Flex Black,Home Button for Mini 4 Black,Mobile Phone Parts
12997686,ipad,1.0,iPad Pro 10.5 Charging Port,Charging Port for Pro 10.5,Mobile Phone Parts
12997685,ipad,1.0,iPad Pro 9.7 Charging Port,Charging Port for Pro 9.7,Mobile Phone Parts
12997677,ipad,1.0,iPad Pro 9.7 Home Button Flex black,Home Button for Pro 9.7 Black,Mobile Phone Parts
12827740,ipad,0.0,iPad 2 Home Button Control Board,Home Button for 2,Mobile Phone Parts
12828320,ipad,0.0,iPad 2 Home Button Plastic Piece Black,Home Button for 2 Black,Mobile Phone Parts
12827572,ipad,0.0,iPad 2 Home Button Plastic Piece White,Home Button for 2 White,Mobile Phone Parts
12997673,ipad,0.0,iPad 2017 Home Button Flex black,Home Button for 2017 Black,Mobile Phone Parts
12997674,ipad,0.0,iPad 2017 Home Button Flex White,Home Button for 2017 White,Mobile Phone Parts
12997676,ipad,0.0,iPad 2018 Home Button Flex White,Home Button for 2018 White,Mobile Phone Parts
12828293,ipad,0.0,iPad 3 Charging Port,Charging Port for 3,Mobile Phone Parts
12828360,ipad,0.0,iPad 4 Home Button Control Flex,Home Button for 4,Mobile Phone Parts
13000387,ipad,0.0,iPad 7th gen lcd screen,Screen for 7th gen,iPad Parts
12997842,ipad,0.0,iPad Air 2 Battery,Battery for Air 2,Mobile phone Batteries
12997671,ipad,0.0,iPad Air 2 Home Button Flex black,Home Button for Air 2 Black,Mobile Phone Parts
12997670,ipad,0.0,iPad Air Home Button Flex black,Home Button for Air Black,Mobile Phone Parts
12827553,ipad,0.0,iPad Air Home Button Flex White,Home Button for Air White,Mobile Phone Parts
12828258,ipad,0.0,iPad mini 2 Battery / iPad mini 3 Battery,Battery for mini 2 Battery / iPad mini 3,Mobile phone Batteries
12997666,ipad,0.0,iPad Mini 3 Home Button Flex White,Home Button for Mini 3 White,Mobile Phone Parts
12997667,ipad,0.0,iPad Mini 4 Home Button Flex White,Home Button for Mini 4 White,Mobile Phone Parts
12827612,ipad,0.0,iPad mini Home Button Plastic Piece Black,Home Button for mini Black,Mobile Phone Parts
12827665,ipad,0.0,iPad mini Home Button Plastic Piece White,Home Button for mini White,Mobile Phone Parts
12828263,ipad,0.0,iPad mini Touch Screen with Home Button IC Black,Home Button for mini Touch Screen with Black,Mobile Phone Parts
12828262,ipad,0.0,iPad mini Touch Screen with Home Button IC White,Home Button for mini Touch Screen with White,Mobile Phone Parts
12997678,ipad,0.0,iPad Pro 9.7 Home Button Flex White,Home Button for Pro 9.7 White,Mobile Phone Parts
12997844,ipad,-1.0,iPad 2018 (6th Gen) battery,Battery for 2018 (6th Gen),Mobile phone Batteries
12997845,ipad,-1.0,iPad Pro 9.7 battery,Battery for Pro 9.7,Mobile phone Batteries
12828096,iphone,67.0,iPhone 4S Home Button Flex,Home Button for 4S,Mobile Phone Parts
12827522,iphone,53.0,iPhone 4 Home Button Plastic Piece Black,Home Button for 4 Black,Mobile Phone Parts
12827680,iphone,50.0,iPhone 4S Home Button Plastic Piece Black,Home Button for 4S Black,Mobile Phone Parts
12828394,iphone,20.0,iPhone 4 Home Button Plastic Piece White,Home Button for 4 White,Mobile Phone Parts
12827924,iphone,20.0,iPhone 6S Home Button Flex,Home Button for 6S,Mobile Phone Parts
12827710,iphone,19.0,iPhone 4S Home Button Plastic Piece White,Home Button for 4S White,Mobile Phone Parts
12998237,iphone,18.0,iPhone 7 Plus Home Button,Home Button for 7 Plus,Mobile Phone Parts
12998236,iphone,16.0,iPhone 7 Home Button,Home Button for 7,Mobile Phone Parts
12998239,iphone,12.0,iPhone 8 Plus Home Button,Home Button for 8 Plus,Mobile Phone Parts
12999864,iphone,11.0,iPhone 13 Back Glass,Back Glass for 13,Mobile Phone Parts
12999863,iphone,9.0,Iphone 14  Back Glass,Back Glass for 14,Mobile Phone Parts
12827896,iphone,9.0,iPhone 6S Plus Battery,Battery for 6S Plus,Mobile phone Batteries
12997367,iphone,9.0,iPhone 6S Plus camera lens,Camera Glass Lens for 6S Plus,Mobile Phone Parts
12998737,iphone,8.0,iPhone 11 Pro Camera Lens,Camera Glass Lens for 11 Pro,Mobile Phone Parts
12998955,iphone,8.0,iPhone 12 Camera Lens,Camera Glass Lens for 12,Mobile Phone Parts
12999865,iphone,8.0,Iphone 13 pro Back Glass,Back Glass for 13 pro,Mobile Phone Parts
12999862,iphone,8.0,Iphone 14 pro  Back Glass,Back Glass for 14 pro,Mobile Phone Parts
12998552,iphone,7.0,iPhone 11 Pro Max Camera Lens,Camera Glass Lens for 11 Pro Max,Mobile Phone Parts
12998956,iphone,7.0,iPhone 12 Mini Camera Lens,Camera Glass Lens for 12 Mini,Mobile Phone Parts
12999861,iphone,7.0,Iphone 14 pro max Back Glass,Back Glass for 14 pro max,Mobile Phone Parts
12828353,iphone,7.0,iPhone 6 Home Button Flex,Home Button for 6,Mobile Phone Parts
12827598,iphone,7.0,iPhone 6 Plus Camera Lens,Camera Glass Lens for 6 Plus,Mobile Phone Parts
12828392,iphone,6.0,iPhone 5 Home Button Flex,Home Button for 5,Mobile Phone Parts
12997412,iphone,6.0,iPhone 6s camera lens,Camera Glass Lens for 6s,Mobile Phone Parts
12998941,iphone,5.0,iPhone 11 Pro Max Charging Port,Charging Port for 11 Pro Max,Mobile Phone Parts
12998954,iphone,5.0,iPhone 12 Pro Camera Lens,Camera Glass Lens for 12 Pro,Mobile Phone Parts
12998953,iphone,5.0,iPhone 12 Pro Max Camera Lens,Camera Glass Lens for 12 Pro Max,Mobile Phone Parts
12828314,iphone,5.0,iPhone 7 Home Button with Flex / iPhone 7 Plus Home Button with Flex,Home Button for 7,Mobile Phone Parts
12827619,iphone,5.0,iPhone 7 Plus Camera Lens,Camera Glass Lens for 7 Plus,Mobile Phone Parts
12998989,iphone,4.0,iPhone 11 Pro Battery,Battery for 11 Pro,Mobile phone Batteries
12998728,iphone,4.0,iPhone 11 Pro Max Battery,Battery for 11 Pro Max,Mobile phone Batteries
12828390,iphone,4.0,iPhone 4 Home Button Flex,Home Button for 4,Mobile Phone Parts
12827933,iphone,4.0,iPhone 6 Camera Lens,Camera Glass Lens for 6,Mobile Phone Parts
12827911,iphone,4.0,iPhone 6 Plus Battery,Battery for 6 Plus,Mobile phone Batteries
12998238,iphone,4.0,iPhone 8 Home Button,Home Button for 8,Mobile Phone Parts
12827913,iphone,3.0,iPhone 6 Battery,Battery for 6,Mobile phone Batteries
12828270,iphone,3.0,iPhone 7 Plus Battery,Battery for 7 Plus,Mobile phone Batteries
12997577,iphone,3.0,iPhone 8 Plus Battery,Battery for 8 Plus,Mobile phone Batteries
12998988,iphone,2.0,iPhone 11 Battery,Battery for 11,Mobile phone Batteries
12998943,iphone,2.0,iPhone 11 Charging Port,Charging Port for 11,Mobile Phone Parts
12999857,iphone,2.0,iphone 14 Camera Lens,Camera Glass Lens for 14,
12827998,iphone,2.0,iPhone 5 Battery,Battery for 5,Mobile phone Batteries
12827709,iphone,2.0,iPhone 5 Home Button Plastic Piece White,Home Button for 5 White,Mobile Phone Parts
12827654,iphone,2.0,iPhone 5S Home Button Fingerprint Sensor Flex,Home Button for 5S,Mobile Phone Parts
12828249,iphone,2.0,iPhone 7 Battery,Battery for 7,Mobile phone Batteries
12998951,iphone,1.0,iPhone 11 Pro Earspeaker,Ear Speaker for 11 Pro,Mobile Phone Parts
12999399,iphone,1.0,iPhone 12 Mini Charging Port,Charging Port for 12 Mini,Mobile Phone Parts
12828375,iphone,1.0,iPhone 4 Battery,Battery for 4,Mobile phone Batteries
12827688,iphone,1.0,iPhone 5 Home Button Plastic Piece Black,Home Button for 5 Black,Mobile Phone Parts
12997498,iphone,1.0,iPhone XR Rear Camera Lens,Camera Glass Lens for XR Rear,Mobile Phone Parts
13000290,iphone,0.0,IPHONE 13 BATTERY,Battery for 13,
13001197,iphone,0.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for 14 Plus Aftermarket,
13001182,iphone,0.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for 14 Plus Aftermarket,
13001177,iphone,0.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for 14 Plus Aftermarket,
13001174,iphone,0.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for 14 Plus Aftermarket,
13001218,iphone,0.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for 14 Plus Aftermarket,
13000519,iphone,0.0,IPhone 15 pro back glass,Back Glass for 15 pro,Mobile Phone Parts
13001207,iphone,0.0,iPhone 15 Pro Max Battery,Battery for 15 Pro Max,
13001191,iphone,0.0,iPhone 15 Pro Max Battery,Battery for 15 Pro Max,
12827578,iphone,0.0,iPhone 3GS Battery,Battery for 3GS,Mobile phone Batteries
12827664,iphone,0.0,iPhone 3GS Home Button Flex,Home Button for 3GS,Mobile Phone Parts
12827731,iphone,0.0,iPhone 3GS Plastic Home Button Black,Home Button for 3GS Plastic Black,Accessories
12827730,iphone,0.0,iPhone 3GS Plastic Home Button White,Home Button for 3GS Plastic White,Accessories
12827558,iphone,0.0,iPhone 5S Home Button Fingerprint Sensor Flex with Plastic Home Button Black,Home Button for 5S Black,Mobile Phone Parts
12827557,iphone,0.0,iPhone 5S Home Button Fingerprint Sensor Flex with Plastic Home Button Golden,Home Button for 5S,Mobile Phone Parts
12827548,iphone,0.0,iPhone 6 Home Button Extender Cable,Home Button for 6,Mobile Phone Parts
12997578,iphone,0.0,iPhone 8 Battery,Battery for 8,Mobile phone Batteries
12998942,iphone,-1.0,iPhone 11 Pro Charging Port,Charging Port for 11 Pro,Mobile Phone Parts
12998950,iphone,-1.0,iPhone 11 Pro Max Earspeaker,Ear Speaker for 11 Pro Max,Mobile Phone Parts
12999883,iphone,-1.0,Iphone 12 Earspeaker,Ear Speaker for 12,Mobile Phone Parts
13001147,iphone,-1.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for 14 Plus Aftermarket,Mobile phone Batteries
12827655,iphone,-1.0,iPhone 4S Battery,Battery for 4S,Mobile phone Batteries
12827926,iphone,-1.0,iPhone 5S Battery,Battery for 5S,Mobile phone Batteries
12827600,iphone,-1.0,iPhone 6 Plus Home Button Extender Cable,Home Button for 6 Plus,Mobile Phone Parts
12828286,iphone,-1.0,iPhone 6S Battery,Battery for 6S,Mobile phone Batteries
12827631,iphone,-1.0,iPhone 7 Camera Lens,Camera Glass Lens for 7,Mobile Phone Parts
12827530,iphone,-1.0,iPhone X Back Glass,Back Glass for X,Mobile Phone Parts
12997435,iphone,-1.0,iPhone X Battery,Battery for X,Mobile phone Batteries
12998987,iphone,-1.0,iPhone XS Battery,Battery for XS,Mobile phone Batteries
12998952,iphone,-2.0,iPhone 11 Earspeaker,Ear Speaker for 11,Mobile Phone Parts
12827556,iphone,-2.0,iPhone 5S Home Button Fingerprint Sensor Flex with Plastic Home Button White,Home Button for 5S White,Mobile Phone Parts
12827602,iphone,-2.0,iPhone 6 Home Button with Flex,Home Button for 6,Mobile Phone Parts
12827531,iphone,-2.0,iPhone 8 Back Glass,Back Glass for 8,Mobile Phone Parts
12828291,iphone,-2.0,iPhone SE Battery,Battery for SE,Mobile phone Batteries
12998566,iphone,-3.0,iPhone 11 Camera Lens,Camera Glass Lens for 11,Mobile Phone Parts
12997497,iphone,-4.0,iPhone Xs / Xs Max Rear Camera Lens,Camera Glass Lens for Xs / Xs Max Rear,Mobile Phone Parts
12998598,lg,0.0,LG G6 Camera Lens,Camera Glass Lens for LG G6,Mobile Phone Parts
12998410,lg,0.0,LG G6 Screen,Screen for LG G6,OLD-Phone Screens
12999312,motorola,-1.0,Motorola Moto G8 Charging Port,Charging Port for Motorola Moto G8,Mobile Phone Parts
12999587,nokia,0.0,Nokia 3 Screen,Screen for Nokia 3,Mobile Phone Parts
12998027,nokia,0.0,Nokia 6 Charging Port,Charging Port for Nokia 6,-Discontinued
12998730,nokia,0.0,Nokia 7 Plus Charging Port,Charging Port for Nokia 7 Plus,Mobile Phone Parts
12998869,nokia,0.0,Nokia 8.1 Screen,Screen for Nokia 8.1,Mobile Phone Parts
12998902,oneplus,0.0,Oneplus 5 Battery,Battery for Oneplus 5,Mobile Phone Parts
12998901,oneplus,0.0,Oneplus 5 Screen,Screen for Oneplus 5,Mobile Phone Parts
13000038,oneplus,0.0,OnePlus 6 LCD Screen,Screen for OnePlus 6,Mobile Phone Parts
13000684,oppo,1.0,OPPO A54S Screen,Screen for OPPO A54S,Mobile Phone Parts
12999885,oppo,1.0,Oppo A77 5G  Screen with Frame,Screen for Oppo A77 5G,Mobile Phone Parts
12999897,oppo,1.0,Oppo Find X3 lite  Charging Port,Charging Port for Oppo Find X3 lite,Mobile Phone Parts
12999308,oppo,1.0,Oppo Phone R11s Screen,Screen for Oppo R11s,Mobile Phone Parts
12999797,oppo,0.0,Oppo A53 LCd Screen,Screen for Oppo A53,OLD-Phone Screens
13000146,oppo,0.0,Oppo Find X5 Pro 5G LCD Screen,Screen for Oppo Find X5 Pro 5G,OLD-Phone Screens
12999379,oppo,0.0,Oppo Phone A5/A9 2020 Battery,Battery for Oppo A5/A9 2020,Mobile Phone Parts
12999565,oppo,0.0,Oppo Phone A52 Screen,Screen for Oppo A52,Mobile Phone Parts
12999562,oppo,0.0,Oppo Phone A54 5G Charging Port,Charging Port for Oppo A54 5G,Mobile Phone Parts
12999040,oppo,0.0,Oppo Phone A7/AX7 Screen,Screen for Oppo A7/AX7,Mobile Phone Parts
12999473,oppo,0.0,Oppo Phone A9 2019 Screen,Screen for Oppo A9 2019,Mobile Phone Parts
12998820,oppo,0.0,Oppo Phone A9 2020 / A11X SCreen,Screen for Oppo A9 2020 / A11X,OLD-Phone Screens
12998914,oppo,0.0,Oppo Phone A91 Screen,Screen for Oppo A91,OLD-Phone Screens
12999730,oppo,0.0,Oppo Phone A94 5G Screen,Screen for Oppo A94 5G,Mobile Phone Parts
12998331,oppo,0.0,Oppo R15 Pro Screen,Screen for Oppo R15 Pro,OLD-Phone Screens
12999748,oppo,-1.0,Oppo Find X3 Lite screen,Screen for Oppo Find X3 Lite,Mobile Phone Parts
12828295,samsung,12.0,Samsung Galaxy S5 Battery,Battery for Samsung Galaxy S5,Mobile Phone Parts
12828312,samsung,6.0,Samsung Galaxy S3 Battery,Battery for Samsung Galaxy S3,Mobile Phone Parts
12828280,samsung,6.0,Samsung Galaxy S6 Battery,Battery for Samsung Galaxy S6,Mobile Phone Parts
12998546,samsung,5.0,Samsung Galaxy A10 Charging Port,Charging Port for Samsung Galaxy A10,Mobile Phone Parts
12998161,samsung,5.0,Samsung Galaxy S9 Plus Battery,Battery for Samsung Galaxy S9 Plus,Mobile Phone Parts
12998120,samsung,5.0,Samsung Phone S8 Plus Camera Lens,Camera Glass Lens for Samsung Galaxy S8 Plus,Mobile Phone Parts
12998234,samsung,5.0,Samsung Phone S8/S8 Plus Home Button (FingerPrint),Home Button for Samsung Galaxy S8/S8 Plus,Mobile Phone Parts
12998235,samsung,5.0,Samsung Phone S9/S9 Plus Home Button (FingerPrint),Home Button for Samsung Galaxy S9/S9 Plus,Mobile Phone Parts
12998086,samsung,4.0,Samsung Galaxy A70 Charging Port,Charging Port for Samsung Galaxy A70,Mobile Phone Parts
12827638,samsung,3.0,Samsung Galaxy S6 Edge Camera Lens,Camera Glass Lens for Samsung Galaxy S6 Edge,Mobile Phone Parts
12827576,samsung,3.0,Samsung Galaxy S7 Camera Lens,Camera Glass Lens for Samsung Galaxy S7,Mobile Phone Parts
12998160,samsung,3.0,Samsung Galaxy S8 Plus Battery,Battery for Samsung Galaxy S8 Plus,Mobile Phone Parts
12998133,samsung,3.0,Samsung S8 Plus Charging Port,Charging Port for Samsung Galaxy S8 Plus,Mobile Phone Parts
12998078,samsung,3.0,Samsung S9 Camera Lens,Camera Glass Lens for Samsung Galaxy S9,Mobile Phone Parts
13000108,samsung,2.0,Samsung A73 Charging Port,Charging Port for Samsung Galaxy A73,Mobile Phone Parts
12999013,samsung,2.0,Samsung Galaxy A02s Charging Port,Charging Port for Samsung Galaxy A02s,Mobile Phone Parts
12999409,samsung,2.0,Samsung Galaxy A03s Charging Port,Charging Port for Samsung Galaxy A03s,Mobile Phone Parts
12998770,samsung,2.0,Samsung Galaxy A10 Earspeaker,Ear Speaker for Samsung Galaxy A10,Mobile Phone Parts
12999355,samsung,2.0,Samsung Galaxy A11 Charging Port,Charging Port for Samsung Galaxy A11,Mobile Phone Parts
12999357,samsung,2.0,Samsung Galaxy A12 Charging Port,Charging Port for Samsung Galaxy A12,Mobile Phone Parts
12998767,samsung,2.0,Samsung Galaxy A20 Charging Port,Charging Port for Samsung Galaxy A20,Mobile Phone Parts
12999356,samsung,2.0,Samsung Galaxy A21 Charging Port,Charging Port for Samsung Galaxy A21,Mobile Phone Parts
12998769,samsung,2.0,Samsung Galaxy A21S Charging Port,Charging Port for Samsung Galaxy A21S,Mobile Phone Parts
12999407,samsung,2.0,Samsung Galaxy A22 5G Charging Port,Charging Port for Samsung Galaxy A22 5G,Mobile Phone Parts
12998995,samsung,2.0,Samsung Galaxy A30 Battery,Battery for Samsung Galaxy A30,Mobile Phone Parts
12998772,samsung,2.0,Samsung Galaxy A30 Earspeaker,Ear Speaker for Samsung Galaxy A30,Mobile Phone Parts
12998773,samsung,2.0,Samsung Galaxy A50 Earspeaker,Ear Speaker for Samsung Galaxy A50,Mobile Phone Parts
12999048,samsung,2.0,Samsung Galaxy A70 Battery,Battery for Samsung Galaxy A70,Mobile Phone Parts
