id,stock,old_name,new_name,category,success,message,kind
12827993,0.0,High Capacity Samsung S4 mini Battery 2850mAh,Battery for Samsung S4 mini,Mobile Phone Parts,True,Item was updated successfully,
12999199,0.0,Huawei Mate 10 Battery,Battery for Huawei Mate 10,Mobile Phone Parts,True,Item was updated successfully,
12998215,4.0,Huawei Mate 10 Charging Port,Charging Port for Huawei Mate 10,Mobile Phone Parts,True,Item was updated successfully,
12998497,0.0,Huawei Mate 10 Pro Back Glass,Back Glass for Huawei Mate 10 Pro,Mobile Phone Parts,True,Item was updated successfully,
12997993,-1.0,Huawei Mate 10 Pro Battery,Battery for Huawei Mate 10 Pro,Mobile Phone Parts,True,Item was updated successfully,
12997837,-1.0,Huawei Mate 10 Pro Charging Port,Charging Port for Huawei Mate 10 Pro,Mobile Phone Screens,True,Item was updated successfully,
12999364,2.0,Huawei Mate 10 Pro Screen,Screen for Huawei Mate 10 Pro,OLD-Phone Screens,True,Item was updated successfully,
12998065,0.0,Huawei Mate 10 Screen,Screen for Huawei Mate 10,Mobile Phone Parts,True,Item was updated successfully,
12999057,0.0,Huawei Mate 20 Pro Screen,Screen for Huawei Mate 20 Pro,OLD-Phone Screens,True,Item was updated successfully,
12998226,2.0,Huawei Mate 8 Screen,Screen for Huawei Mate 8,OLD-Phone Screens,True,Item was updated successfully,
12998118,1.0,Huawei Mate 9 Battery,Battery for Huawei Mate 9,Mobile Phone Parts,True,Item was updated successfully,
12997836,5.0,Huawei Mate 9 Charging Port,Charging Port for Huawei Mate 9,Mobile Phone Parts,True,Item was updated successfully,
12997965,1.0,Huawei Nexus 6 plus Battery,Battery for Huawei Nexus 6 Plus,Mobile Phone Parts,True,Item was updated successfully,
12998208,5.0,Huawei Nexus 6 plus Camera Lens,Camera Glass Lens for Huawei Nexus 6 Plus,Mobile Phone Parts,True,Item was updated successfully,
12999362,-2.0,Huawei Nova 2i Battery,Battery for Huawei Nova 2i,Mobile Phone Parts,True,Item was updated successfully,
12998216,5.0,Huawei Nova 2i Charging Port,Charging Port for Huawei Nova 2i,Mobile Phone Parts,True,Item was updated successfully,
12998214,3.0,Huawei Nova 2i Screen,Screen for Huawei Nova 2i,OLD-Phone Screens,True,Item was updated successfully,
12998664,0.0,Huawei Nova 3i Battery,Battery for Huawei Nova 3i,Mobile Phone Parts,True,Item was updated successfully,
12998217,3.0,Huawei Nova 3i Charging Port,Charging Port for Huawei Nova 3i,Mobile Phone Parts,True,Item was updated successfully,
12998218,3.0,Huawei Nova 3i Screen,Screen for Huawei Nova 3i,OLD-Phone Screens,True,Item was updated successfully,
12998542,0.0,Huawei Nova 5T Back Glass,Back Glass for Huawei Nova 5T,Mobile Phone Parts,True,Item was updated successfully,
12998691,3.0,Huawei Nova 5T Charging Port,Charging Port for Huawei Nova 5T,Mobile Phone Parts,True,Item was updated successfully,
12998539,-1.0,Huawei Nova 5T Screen with Frame,Screen for Huawei Nova 5T with Frame,Mobile Phone Parts,True,Item was updated successfully,
12999310,0.0,Huawei P10 Battery,Battery for Huawei P10,Mobile Phone Parts,True,Item was updated successfully,
12998230,3.0,Huawei P10 Lite Screen,Screen for Huawei P10 Lite,OLD-Phone Screens,True,Item was updated successfully,
12998219,4.0,Huawei P20 Lite / Nova 3E Screen,Screen for Huawei P20 Lite / Nova 3E,OLD-Phone Screens,True,Item was updated successfully,
12998576,0.0,Huawei P20 Pro Screen,Screen for Huawei P20 Pro,OLD-Phone Screens,True,Item was updated successfully,
12998229,4.0,Huawei P20 Screen,Screen for Huawei P20,OLD-Phone Screens,True,Item was updated successfully,
12999323,0.0,Huawei P30 OLED Screen,OLED Screen for Huawei P30,OLD-Phone Screens,True,Item was updated successfully,
12999348,1.0,Huawei P30 Pro / Mate 20 Pro Battery,Battery for Huawei P30 Pro / Mate 20 Pro,Mobile Phone Parts,True,Item was updated successfully,
12998228,3.0,Huawei P8 Lite Screen,Screen for Huawei P8 Lite,OLD-Phone Screens,True,Item was updated successfully,
12998227,3.0,Huawei P8 Screen,Screen for Huawei P8,OLD-Phone Screens,True,Item was updated successfully,
12998165,1.0,Huawei P9 Plus Screen,Screen for Huawei P9 Plus,OLD-Phone Screens,True,Item was updated successfully,
12999470,0.0,Huawei Phone Huawei P30 lite/Nova 4E Screen,Screen for Huawei P30 Lite/Nova 4E,OLD-Phone Screens,True,Item was updated successfully,
12999243,0.0,Huawei Phone Mate 20 Screen,Screen for Huawei Mate 20,OLD-Phone Screens,True,Item was updated successfully,
12998986,2.0,Huawei Phone P20 Charging Port,Charging Port for Huawei P20,Mobile Phone Parts,True,Item was updated successfully,
12999371,1.0,Huawei Phone P30 Back Glass,Back Glass for Huawei P30,Mobile Phone Parts,True,Item was updated successfully,
12999305,0.0,Huawei Phone P30 Lite Back Glass,Back Glass for Huawei P30 Lite,OLD-Phone Screens,True,Item was updated successfully,
12999398,1.0,Huawei Phone P30 Pro Back Glass,Back Glass for Huawei P30 Pro,Mobile Phone Parts,True,Item was updated successfully,
12998996,0.0,Huawei Phone P30 Pro Charging Port,Charging Port for Huawei P30 Pro,Mobile Phone Parts,True,Item was updated successfully,
12999397,0.0,Huawei Phone P30 Pro Screen,Screen for Huawei P30 Pro,OLD-Phone Screens,True,Item was updated successfully,
12998810,0.0,Huawei Phone P30 Screen,Screen for Huawei P30,OLD-Phone Screens,True,Item was updated successfully,
12828272,0.0,Huawei Phone P9 / Honor 8 / P9 Lite / P10 / P20 Lite Battery,Battery for Huawei P9 / Honor 8 / P9 Lite / P10 / P20 Lite,Mobile Phone Parts,True,Item was updated successfully,
12997937,1.0,Huawei Y8 / Y7 Prime / Y7 Pro 2019 Screen,Screen for Huawei Y8 / Y7 Prime / Y7 Pro 2019,Mobile Phone Screens,True,Item was updated successfully,
12997954,3.0,Huawei Y9 2019 Screen,Screen for Huawei Y9 2019,Mobile Phone Screens,True,Item was updated successfully,
12998511,2.0,Huawei Y9 Prime 2019 Screen,Screen for Huawei Y9 Prime 2019,Mobile Phone Parts,True,Item was updated successfully,
12828259,2.0,iPad 2 Battery,Battery for iPad 2,Mobile phone Batteries,True,Item was updated successfully,
12828320,0.0,iPad 2 Home Button Plastic Piece Black,Home Button for iPad 2 Black,Mobile Phone Parts,True,Item was updated successfully,
12827572,0.0,iPad 2 Home Button Plastic Piece White,Home Button for iPad 2 White,Mobile Phone Parts,True,Item was updated successfully,
12827873,0.0,iPad 2 Touch Screen Black,Touch Glass for iPad 2 Black,OLD-Phone Screens,True,Item was updated successfully,
12828261,0.0,iPad 2 Touch Screen White,Touch Glass for iPad 2 White,Mobile Phone Parts,True,Item was updated successfully,
12997843,1.0,iPad 2017 (5th Gen) battery,Battery for iPad 2017 (5th Gen),Mobile phone Batteries,True,Item was updated successfully,
12997683,1.0,iPad 2017 (5th Gen) Charging Port,Charging Port for iPad 2017 (5th Gen),Mobile Phone Parts,True,Item was updated successfully,
12997673,0.0,iPad 2017 Home Button Flex black,Home Button for iPad 2017 Black,Mobile Phone Parts,True,Item was updated successfully,
12997674,0.0,iPad 2017 Home Button Flex White,Home Button for iPad 2017 White,Mobile Phone Parts,True,Item was updated successfully,
12997844,-1.0,iPad 2018 (6th Gen) battery,Battery for iPad 2018 (6th Gen),Mobile phone Batteries,True,Item was updated successfully,
12997684,1.0,iPad 2018 (6th Gen) Charging Port,Charging Port for iPad 2018 (6th Gen),Mobile Phone Parts,True,Item was updated successfully,
12997675,1.0,iPad 2018 Home Button Flex black,Home Button for iPad 2018 Black,Mobile Phone Parts,True,Item was updated successfully,
12997676,0.0,iPad 2018 Home Button Flex White,Home Button for iPad 2018 White,Mobile Phone Parts,True,Item was updated successfully,
12828247,1.0,iPad 3 Battery iPad 4 Battery,Battery for 3 iPad 4,Mobile phone Batteries,True,Item was updated successfully,
12828293,0.0,iPad 3 Charging Port,Charging Port for iPad 3,Mobile Phone Parts,True,Item was updated successfully,
12827872,0.0,iPad 3 Touch Screen / iPad 4 Touch Screen Black,Touch Glass for 3 Touch Screen / iPad 4 Black,OLD-Phone Screens,True,Item was updated successfully,
12827871,0.0,iPad 3 Touch Screen / iPad 4 Touch Screen White,Touch Glass for 3 Touch Screen / iPad 4 White,OLD-Phone Screens,True,Item was updated successfully,
12827950,1.0,iPad 4 Charging Port,Charging Port for iPad 4,Mobile Phone Parts,True,Item was updated successfully,
13000387,0.0,iPad 7th gen lcd screen,LCD Screen for iPad 7th gen,iPad Parts,True,Item was updated successfully,
12828251,3.0,iPad Air 1 Battery,Battery for iPad Air 1,Mobile phone Batteries,True,Item was updated successfully,
12997681,1.0,iPad Air 1 Charging Port,Charging Port for iPad Air 1,Mobile Phone Parts,True,Item was updated successfully,
12997842,0.0,iPad Air 2 Battery,Battery for iPad Air 2,Mobile phone Batteries,True,Item was updated successfully,
12997682,1.0,iPad Air 2 Charging Port,Charging Port for iPad Air 2,Mobile Phone Parts,True,Item was updated successfully,
12997671,0.0,iPad Air 2 Home Button Flex black,Home Button for iPad Air 2 Black,Mobile Phone Parts,True,Item was updated successfully,
12997672,1.0,iPad Air 2 Home Button Flex White,Home Button for iPad Air 2 White,Mobile Phone Parts,True,Item was updated successfully,
13000287,1.0,IPAD AIR 4 BATTERY REPLACMENT,Battery for iPad Air 4,,True,Item was updated successfully,
13000174,1.0,iPad Air 4th (2020) A2316 LCD Screen,LCD Screen for iPad Air 4th (2020) A2316,iPad Parts,True,Item was updated successfully,
12997670,0.0,iPad Air Home Button Flex black,Home Button for iPad Air Black,Mobile Phone Parts,True,Item was updated successfully,
12827553,0.0,iPad Air Home Button Flex White,Home Button for iPad Air White,Mobile Phone Parts,True,Item was updated successfully,
12827953,-1.0,iPad Air Touch Screen Black,Touch Glass for iPad Air Black,OLD-Phone Screens,True,Item was updated successfully,
12828264,1.0,iPad Air Touch Screen White,Touch Glass for iPad Air White,OLD-Phone Screens,True,Item was updated successfully,
12828278,2.0,iPad mini 1 Battery,Battery for iPad mini 1,Mobile phone Batteries,True,Item was updated successfully,
12828258,0.0,iPad mini 2 Battery / iPad mini 3 Battery,Battery for mini 2 / iPad mini 3,Mobile phone Batteries,True,Item was updated successfully,
12827582,1.0,iPad mini 2 Charging Port / iPad mini 3 Charging Port,Charging Port for mini 2 Charging Port / iPad mini 3,,True,Item was updated successfully,
12997668,1.0,iPad Mini 3 Home Button Flex Black,Home Button for iPad mini 3 Black,Mobile Phone Parts,True,Item was updated successfully,
12997666,0.0,iPad Mini 3 Home Button Flex White,Home Button for iPad mini 3 White,Mobile Phone Parts,True,Item was updated successfully,
12828232,3.0,iPad mini 3 Touch Screen with Home Button IC Black,Touch Glass for iPad mini 3 Black,Mobile Phone Parts,True,Item was updated successfully,
12828245,4.0,iPad mini 3 Touch Screen with Home Button IC White,Touch Glass for iPad mini 3 White,Mobile Phone Parts,True,Item was updated successfully,
12997841,1.0,iPad mini 4 Battery,Battery for iPad mini 4,Mobile phone Batteries,True,Item was updated successfully,
12997680,1.0,iPad Mini 4 Charging Port,Charging Port for iPad mini 4,Mobile Phone Parts,True,Item was updated successfully,
12997669,1.0,iPad Mini 4 Home Button Flex Black,Home Button for iPad mini 4 Black,Mobile Phone Parts,True,Item was updated successfully,
12997667,0.0,iPad Mini 4 Home Button Flex White,Home Button for iPad mini 4 White,Mobile Phone Parts,True,Item was updated successfully,
12827612,0.0,iPad mini Home Button Plastic Piece Black,Home Button for iPad mini Black,Mobile Phone Parts,True,Item was updated successfully,
12827665,0.0,iPad mini Home Button Plastic Piece White,Home Button for iPad mini White,Mobile Phone Parts,True,Item was updated successfully,
12828263,0.0,iPad mini Touch Screen with Home Button IC Black,Touch Glass for iPad mini Black,Mobile Phone Parts,True,Item was updated successfully,
12828262,0.0,iPad mini Touch Screen with Home Button IC White,Touch Glass for iPad mini White,Mobile Phone Parts,True,Item was updated successfully,
12997846,2.0,iPad Pro 10.5 battery,Battery for iPad Pro 10.5,Mobile phone Batteries,True,Item was updated successfully,
12997686,1.0,iPad Pro 10.5 Charging Port,Charging Port for iPad Pro 10.5,Mobile Phone Parts,True,Item was updated successfully,
12997845,-1.0,iPad Pro 9.7 battery,Battery for iPad Pro 9.7,Mobile phone Batteries,True,Item was updated successfully,
12997685,1.0,iPad Pro 9.7 Charging Port,Charging Port for iPad Pro 9.7,Mobile Phone Parts,True,Item was updated successfully,
12997677,1.0,iPad Pro 9.7 Home Button Flex black,Home Button for iPad Pro 9.7 Black,Mobile Phone Parts,True,Item was updated successfully,
12997678,0.0,iPad Pro 9.7 Home Button Flex White,Home Button for iPad Pro 9.7 White,Mobile Phone Parts,True,Item was updated successfully,
12998988,2.0,iPhone 11 Battery,Battery for iPhone 11,Mobile phone Batteries,True,Item was updated successfully,
12998566,-3.0,iPhone 11 Camera Lens,Camera Glass Lens for iPhone 11,Mobile Phone Parts,True,Item was updated successfully,
12998943,2.0,iPhone 11 Charging Port,Charging Port for iPhone 11,Mobile Phone Parts,True,Item was updated successfully,
12998952,-2.0,iPhone 11 Earspeaker,Ear Speaker for iPhone 11,Mobile Phone Parts,True,Item was updated successfully,
13001033,0.0,iPhone 11 Loudspeaker,Loud Speaker for iPhone 11,Mobile Phone Parts,True,Item was updated successfully,
12998989,4.0,iPhone 11 Pro Battery,Battery for iPhone 11 Pro,Mobile phone Batteries,True,Item was updated successfully,
12998737,8.0,iPhone 11 Pro Camera Lens,Camera Glass Lens for iPhone 11 Pro,Mobile Phone Parts,True,Item was updated successfully,
12998942,-1.0,iPhone 11 Pro Charging Port,Charging Port for iPhone 11 Pro,Mobile Phone Parts,True,Item was updated successfully,
12998951,1.0,iPhone 11 Pro Earspeaker,Ear Speaker for iPhone 11 Pro,Mobile Phone Parts,True,Item was updated successfully,
12998728,4.0,iPhone 11 Pro Max Battery,Battery for iPhone 11 Pro Max,Mobile phone Batteries,True,Item was updated successfully,
12998552,7.0,iPhone 11 Pro Max Camera Lens,Camera Glass Lens for iPhone 11 Pro Max,Mobile Phone Parts,True,Item was updated successfully,
12998941,5.0,iPhone 11 Pro Max Charging Port,Charging Port for iPhone 11 Pro Max,Mobile Phone Parts,True,Item was updated successfully,
12998950,-1.0,iPhone 11 Pro Max Earspeaker,Ear Speaker for iPhone 11 Pro Max,Mobile Phone Parts,True,Item was updated successfully,
12998955,8.0,iPhone 12 Camera Lens,Camera Glass Lens for iPhone 12,Mobile Phone Parts,True,Item was updated successfully,
12999883,-1.0,Iphone 12 Earspeaker,Ear Speaker for iPhone 12,Mobile Phone Parts,True,Item was updated successfully,
12998956,7.0,iPhone 12 Mini Camera Lens,Camera Glass Lens for iPhone 12 mini,Mobile Phone Parts,True,Item was updated successfully,
12999399,1.0,iPhone 12 Mini Charging Port,Charging Port for iPhone 12 mini,Mobile Phone Parts,True,Item was updated successfully,
12998954,5.0,iPhone 12 Pro Camera Lens,Camera Glass Lens for iPhone 12 Pro,Mobile Phone Parts,True,Item was updated successfully,
12998953,5.0,iPhone 12 Pro Max Camera Lens,Camera Glass Lens for iPhone 12 Pro Max,Mobile Phone Parts,True,Item was updated successfully,
12999864,11.0,iPhone 13 Back Glass,Back Glass for iPhone 13,Mobile Phone Parts,True,Item was updated successfully,
13000290,0.0,IPHONE 13 BATTERY,Battery for iPhone 13,,True,Item was updated successfully,
12999865,8.0,Iphone 13 pro Back Glass,Back Glass for iPhone 13 Pro,Mobile Phone Parts,True,Item was updated successfully,
12999863,9.0,Iphone 14  Back Glass,Back Glass for iPhone 14,Mobile Phone Parts,True,Item was updated successfully,
13000178,0.0,iPhone 14 black back glass with parts,Back Glass for iPhone 14 black,Mobile Phone Parts,True,Item was updated successfully,
12999857,2.0,iphone 14 Camera Lens,Camera Glass Lens for iPhone 14,,True,Item was updated successfully,
13001147,-1.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for iPhone 14 Plus Aftermarket,Mobile phone Batteries,True,Item was updated successfully,
13001197,0.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for iPhone 14 Plus Aftermarket,,True,Item was updated successfully,
13001182,0.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for iPhone 14 Plus Aftermarket,,True,Item was updated successfully,
13001177,0.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for iPhone 14 Plus Aftermarket,,True,Item was updated successfully,
13001174,0.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for iPhone 14 Plus Aftermarket,,True,Item was updated successfully,
13001218,0.0,iPhone 14 Plus Aftermarket Battery,Aftermarket Battery for iPhone 14 Plus Aftermarket,,True,Item was updated successfully,
12999862,8.0,Iphone 14 pro  Back Glass,Back Glass for iPhone 14 Pro,Mobile Phone Parts,True,Item was updated successfully,
12999861,7.0,Iphone 14 pro max Back Glass,Back Glass for iPhone 14 Pro Max,Mobile Phone Parts,True,Item was updated successfully,
13000414,0.0,IPhone 15 plus back glass with parts,Back Glass for iPhone 15 Plus,,True,Item was updated successfully,
13000519,0.0,IPhone 15 pro back glass,Back Glass for iPhone 15 Pro,Mobile Phone Parts,True,Item was updated successfully,
13001207,0.0,iPhone 15 Pro Max Battery,Battery for iPhone 15 Pro Max,,True,Item was updated successfully,
13001191,0.0,iPhone 15 Pro Max Battery,Battery for iPhone 15 Pro Max,,True,Item was updated successfully,
12827578,0.0,iPhone 3GS Battery,Battery for iPhone 3GS,Mobile phone Batteries,True,Item was updated successfully,
12827664,0.0,iPhone 3GS Home Button Flex,Home Button for iPhone 3GS,Mobile Phone Parts,True,Item was updated successfully,
12827731,0.0,iPhone 3GS Plastic Home Button Black,Home Button for iPhone 3GS Plastic Black,Accessories,True,Item was updated successfully,
12827730,0.0,iPhone 3GS Plastic Home Button White,Home Button for iPhone 3GS Plastic White,Accessories,True,Item was updated successfully,
12828375,1.0,iPhone 4 Battery,Battery for iPhone 4,Mobile phone Batteries,True,Item was updated successfully,
12828390,4.0,iPhone 4 Home Button Flex,Home Button for iPhone 4,Mobile Phone Parts,True,Item was updated successfully,
12827522,53.0,iPhone 4 Home Button Plastic Piece Black,Home Button for iPhone 4 Black,Mobile Phone Parts,True,Item was updated successfully,
12828394,20.0,iPhone 4 Home Button Plastic Piece White,Home Button for iPhone 4 White,Mobile Phone Parts,True,Item was updated successfully,
12828363,15.0,iPhone 4 Loud Speaker,Loud Speaker for iPhone 4,Mobile Phone Parts,True,Item was updated successfully,
12827655,-1.0,iPhone 4S Battery,Battery for iPhone 4S,Mobile phone Batteries,True,Item was updated successfully,
12828096,67.0,iPhone 4S Home Button Flex,Home Button for iPhone 4S,Mobile Phone Parts,True,Item was updated successfully,
12827680,50.0,iPhone 4S Home Button Plastic Piece Black,Home Button for iPhone 4S Black,Mobile Phone Parts,True,Item was updated successfully,
12827710,19.0,iPhone 4S Home Button Plastic Piece White,Home Button for iPhone 4S White,Mobile Phone Parts,True,Item was updated successfully,
12827998,2.0,iPhone 5 Battery,Battery for iPhone 5,Mobile phone Batteries,True,Item was updated successfully,
12828392,6.0,iPhone 5 Home Button Flex,Home Button for iPhone 5,Mobile Phone Parts,True,Item was updated successfully,
12827688,1.0,iPhone 5 Home Button Plastic Piece Black,Home Button for iPhone 5 Black,Mobile Phone Parts,True,Item was updated successfully,
12827709,2.0,iPhone 5 Home Button Plastic Piece White,Home Button for iPhone 5 White,Mobile Phone Parts,True,Item was updated successfully,
12828352,23.0,iPhone 5 Loud Speaker,Loud Speaker for iPhone 5,Mobile Phone Parts,True,Item was updated successfully,
12827926,-1.0,iPhone 5S Battery,Battery for iPhone 5S,Mobile phone Batteries,True,Item was updated successfully,
12827558,0.0,iPhone 5S Home Button Fingerprint Sensor Flex with Plastic Home Button Black,Home Button for iPhone 5S Home Button Fingerprint Sensor Flex with Plastic Black,Mobile Phone Parts,True,Item was updated successfully,
12827556,-2.0,iPhone 5S Home Button Fingerprint Sensor Flex with Plastic Home Button White,Home Button for iPhone 5S Home Button Fingerprint Sensor Flex with Plastic White,Mobile Phone Parts,True,Item was updated successfully,
12828383,3.0,iPhone 5S Loud Speaker,Loud Speaker for iPhone 5S,Mobile Phone Parts,True,Item was updated successfully,
12827913,3.0,iPhone 6 Battery,Battery for iPhone 6,Mobile phone Batteries,True,Item was updated successfully,
12827933,4.0,iPhone 6 Camera Lens,Camera Glass Lens for iPhone 6,Mobile Phone Parts,True,Item was updated successfully,
12828353,7.0,iPhone 6 Home Button Flex,Home Button for iPhone 6,Mobile Phone Parts,True,Item was updated successfully,
12827656,5.0,iPhone 6 Loud Speaker,Loud Speaker for iPhone 6,Mobile Phone Parts,True,Item was updated successfully,
12827911,4.0,iPhone 6 Plus Battery,Battery for iPhone 6 Plus,Mobile phone Batteries,True,Item was updated successfully,
12827598,7.0,iPhone 6 Plus Camera Lens,Camera Glass Lens for iPhone 6 Plus,Mobile Phone Parts,True,Item was updated successfully,
12828370,3.0,iPhone 6 Plus Loud Speaker,Loud Speaker for iPhone 6 Plus,Mobile Phone Parts,True,Item was updated successfully,
12828286,-1.0,iPhone 6S Battery,Battery for iPhone 6S,Mobile phone Batteries,True,Item was updated successfully,
12997412,6.0,iPhone 6s camera lens,Camera Glass Lens for iPhone 6S,Mobile Phone Parts,True,Item was updated successfully,
12827924,20.0,iPhone 6S Home Button Flex,Home Button for iPhone 6S,Mobile Phone Parts,True,Item was updated successfully,
12827627,3.0,iPhone 6S Loud Speaker,Loud Speaker for iPhone 6S,Mobile Phone Parts,True,Item was updated successfully,
12827896,9.0,iPhone 6S Plus Battery,Battery for iPhone 6S Plus,Mobile phone Batteries,True,Item was updated successfully,
12997367,9.0,iPhone 6S Plus camera lens,Camera Glass Lens for iPhone 6S Plus,Mobile Phone Parts,True,Item was updated successfully,
12828382,1.0,iPhone 6S Plus Loud Speaker,Loud Speaker for iPhone 6S Plus,Mobile Phone Parts,True,Item was updated successfully,
12828249,2.0,iPhone 7 Battery,Battery for iPhone 7,Mobile phone Batteries,True,Item was updated successfully,
12827631,-1.0,iPhone 7 Camera Lens,Camera Glass Lens for iPhone 7,Mobile Phone Parts,True,Item was updated successfully,
12998236,16.0,iPhone 7 Home Button,Home Button for iPhone 7,Mobile Phone Parts,True,Item was updated successfully,
12997544,2.0,iPhone 7 Loud Speaker,Loud Speaker for iPhone 7,Mobile Phone Parts,True,Item was updated successfully,
12828270,3.0,iPhone 7 Plus Battery,Battery for iPhone 7 Plus,Mobile phone Batteries,True,Item was updated successfully,
12827619,5.0,iPhone 7 Plus Camera Lens,Camera Glass Lens for iPhone 7 Plus,Mobile Phone Parts,True,Item was updated successfully,
12998237,18.0,iPhone 7 Plus Home Button,Home Button for iPhone 7 Plus,Mobile Phone Parts,True,Item was updated successfully,
12827923,1.0,iPhone 7 Plus Loud Speaker,Loud Speaker for iPhone 7 Plus,Mobile Phone Parts,True,Item was updated successfully,
12827531,-2.0,iPhone 8 Back Glass,Back Glass for iPhone 8,Mobile Phone Parts,True,Item was updated successfully,
12997578,0.0,iPhone 8 Battery,Battery for iPhone 8,Mobile phone Batteries,True,Item was updated successfully,
12998238,4.0,iPhone 8 Home Button,Home Button for iPhone 8,Mobile Phone Parts,True,Item was updated successfully,
12997718,1.0,iPhone 8 Loud Speaker,Loud Speaker for iPhone 8,Mobile Phone Parts,True,Item was updated successfully,
12998940,0.0,iPhone 8 Loud Speaker,Loud Speaker for iPhone 8,Mobile Phone Parts,True,Item was updated successfully,
12997577,3.0,iPhone 8 Plus Battery,Battery for iPhone 8 Plus,Mobile phone Batteries,True,Item was updated successfully,
12998239,12.0,iPhone 8 Plus Home Button,Home Button for iPhone 8 Plus,Mobile Phone Parts,True,Item was updated successfully,
12997696,1.0,iPhone 8 Plus Loud Speaker,Loud Speaker for iPhone 8 Plus,Mobile Phone Parts,True,Item was updated successfully,
12998939,1.0,iPhone 8 Plus Loud Speaker,Loud Speaker for iPhone 8 Plus,Mobile Phone Parts,True,Item was updated successfully,
12999877,-2.0,Iphone SE 2020 Chargerport,Charging Port for iPhone SE 2020,Mobile Phone Parts,True,Item was updated successfully,
12828291,-2.0,iPhone SE Battery,Battery for iPhone SE,Mobile phone Batteries,True,Item was updated successfully,
12997697,0.0,iPhone SE Loud Speaker,Loud Speaker for iPhone SE,Mobile Phone Parts,True,Item was updated successfully,
