id,old_name,new_name,reason,stock,sku
12827791,Apple iPhone 7 Screen White [ORG],Screen for iPhone 7 White,apple_prefix,8,PHSA0066
12827535,Apple iPhone 8 Screen Black [ORG],Screen for iPhone 8 Black,apple_prefix,3,PHSA0083
12828112,Apple iPhone X Screen [ORG],Screen for iPhone X,apple_prefix,2,PHSA0081
12999300,Apple MacBook Pro 13 inch Year 2020 A2251 Screen Assembly,Screen Assembly for MacBook Pro 13 inch Year 2020 A2251,apple_prefix,0,LPS00054
12999108,Apple MacBook Pro 13-inch A1706/A1708 Screen Assembly Silver,Screen Assembly for MacBook Pro 13-inch A1706/A1708 Silver,apple_prefix,0,LPS00049
12998379,iPhone 11 Orginal LCD Screen,LCD Screen for iPhone 11 Orginal,iphone_prefix,4,PHSA0100
12999684,iPhone 11 Pro Max OEM Screen,Screen for iPhone 11 Pro Max,iphone_prefix,-1,PHSA0108
12999103,iPhone 11 Pro Max Org. Cracked Screen for Sell,Screen for iPhone 11 Pro Max Org. Cracked for Sell,iphone_prefix,-4,PHSC0005
12999658,iPhone 11 Pro OLED Screen,OLED Screen for iPhone 11 Pro,iphone_prefix,1,PHSA0107
12998802,iPhone 11 Pro Org. Cracked Screen for Sell,Screen for iPhone 11 Pro Org. Cracked for Sell,iphone_prefix,-6,PHSC0002
12998918,iPhone 12 Mini LCD Screen,LCD Screen for iPhone 12 mini,iphone_prefix,0,PHSA0104
12999537,iPhone 12 Org. Cracked Screen for Sell,Screen for iPhone 12 Org. Cracked for Sell,iphone_prefix,-1,PHSC0007
12998916,"iPhone 12 Pro Screen (Don't use this, use iPhone 12 SKU)",Screen for iPhone 12 Pro,iphone_prefix,0,PHSA0102
13001186,iPhone 13 OLED Screen,OLED Screen for iPhone 13,iphone_prefix,0,
13001202,iPhone 13 OLED Screen,OLED Screen for iPhone 13,iphone_prefix,0,
13001223,iPhone 13 OLED Screen,OLED Screen for iPhone 13,iphone_prefix,0,
12999860,iPhone 13 Pro Max LCD Screen,LCD Screen for iPhone 13 Pro Max,iphone_prefix,2,PHSA0117
12999753,iPhone 13 Pro Orginal LCD Screen,LCD Screen for iPhone 13 Pro Orginal,iphone_prefix,1,PHSA0109
13001216,iPhone 16 Pro Aftermarket OLED Screen,OLED Screen for iPhone 16 Pro,iphone_prefix,0,
13001226,iPhone 16e Aftermarket OLED Screen,OLED Screen for iPhone 16e,iphone_prefix,0,
13001205,iPhone 16e Aftermarket OLED Screen,OLED Screen for iPhone 16e,iphone_prefix,0,
13001188,iPhone 17 Pro Aftermarket OLED Screen,OLED Screen for iPhone 17 Pro,iphone_prefix,0,
13001225,iPhone 17 Pro Aftermarket OLED Screen,OLED Screen for iPhone 17 Pro,iphone_prefix,0,
13001204,iPhone 17 Pro Aftermarket OLED Screen,OLED Screen for iPhone 17 Pro,iphone_prefix,0,
12828342,iPhone 3G Screen Black,Screen for iPhone 3G Black,iphone_prefix,0,PHSA0009
12828340,iPhone 3G Screen White,Screen for iPhone 3G White,iphone_prefix,0,PHSA0010
12827554,iPhone 3GS Mid Chassis Bezel (Touch Screen Frame),Screen for iPhone 3GS Mid Chassis Bezel (Touch Frame),iphone_prefix,0,PHP30003
12828298,iPhone 3GS Screen Black,Screen for iPhone 3GS Black,iphone_prefix,0,PHSA0012
12828296,iPhone 3GS Screen White,Screen for iPhone 3GS White,iphone_prefix,0,PHSA0013
12827910,iPhone 4 Screen Black,Screen for iPhone 4 Black,iphone_prefix,1,PHSA0014
12827912,iPhone 4 Screen White,Screen for iPhone 4 White,iphone_prefix,7,PHSA0015
12827909,iPhone 4S Screen Black,Screen for iPhone 4S Black,iphone_prefix,1,PHSA0016
12827907,iPhone 4S Screen White,Screen for iPhone 4S White,iphone_prefix,6,PHSA0017
12827898,iPhone 5 Screen Black,Screen for iPhone 5 Black,iphone_prefix,5,PHSA0018
12827900,iPhone 5 Screen White,Screen for iPhone 5 White,iphone_prefix,10,PHSA0019
12827901,iPhone 5C Screen Black,Screen for iPhone 5C Black,iphone_prefix,8,PHSA0020
12827897,iPhone 5S Screen Black,Screen for iPhone 5S Black,iphone_prefix,3,PHSA0021
12827899,iPhone 5S Screen White,Screen for iPhone 5S White,iphone_prefix,3,PHSA0022
12827888,iPhone 6 LCD Screen Black,LCD Screen for iPhone 6 Black,iphone_prefix,4,PHSA0025
12827886,iPhone 6 LCD Screen White,LCD Screen for iPhone 6 White,iphone_prefix,6,PHSA0026
12827882,iPhone 6 Plus LCD Screen White,LCD Screen for iPhone 6 Plus White,iphone_prefix,4,PHSA0039
12827883,iPhone 6 Plus Screen Black,Screen for iPhone 6 Plus Black,iphone_prefix,1,PHSA0038
12827848,iPhone 6S Plus Screen Black,Screen for iPhone 6S Plus Black,iphone_prefix,3,PHSA0027
12827847,iPhone 6S Plus Screen White,Screen for iPhone 6S Plus White,iphone_prefix,0,PHSA0028
12827869,iPhone 6S Screen Black,Screen for iPhone 6S Black,iphone_prefix,1,PHSA0029
12827870,iPhone 6S Screen White,Screen for iPhone 6S White,iphone_prefix,3,PHSA0030
12827841,iPhone 7 LCD Screen Black,LCD Screen for iPhone 7 Black,iphone_prefix,8,PHSA0072
12827840,iPhone 7 LCD Screen White,LCD Screen for iPhone 7 White,iphone_prefix,4,PHSA0073
12827830,iPhone 7 Plus Black LCD Screen,LCD Screen for iPhone 7 Plus Black,iphone_prefix,3,PHSA0074
12827831,iPhone 7 Plus White LCD Screen,LCD Screen for iPhone 7 Plus White,iphone_prefix,3,PHSA0075
12827832,iPhone 8 LCD Screen Black,LCD Screen for iPhone 8 Black,iphone_prefix,3,PHSA0076
12827534,iPhone 8 LCD Screen White,LCD Screen for iPhone 8 White,iphone_prefix,8,PHSA0084
12827828,iPhone 8 Plus Black LCD Screen,LCD Screen for iPhone 8 Plus Black,iphone_prefix,0,PHSA0078
12827537,iPhone 8 Plus LCD Screen Black,LCD Screen for iPhone 8 Plus Black,iphone_prefix,5,PHSA0085
12827536,iPhone 8 Plus LCD Screen White,LCD Screen for iPhone 8 Plus White,iphone_prefix,5,PHSA0086
12827827,iPhone 8 Plus White LCD Screen,LCD Screen for iPhone 8 Plus White,iphone_prefix,-1,PHSA0079
12828252,iPhone Screen Easy Removal Opening Tool,Screen for iPhone Easy Removal Opening Tool,iphone_prefix,-1,TOL00002
12998569,iPhone X Org. Cracked Screen for Sell,Screen for iPhone X Org. Cracked for Sell,iphone_prefix,-7,PHSC0001
12828116,iPhone X Screen OLED,OLED Screen for iPhone X,iphone_prefix,-6,PHSA0082
12998615,iPhone XR Screen,Screen for iPhone XR,iphone_prefix,12,PHSA0127
12998005,iPhone XR Screen OLED,OLED Screen for iPhone XR,iphone_prefix,-1,
12997659,iPhone XS LCD Screen Orginal,LCD Screen for iPhone XS Orginal,iphone_prefix,5,PHSA0091
12997658,iPhone XS Max LCD Screen Orginal,LCD Screen for iPhone XS Max Orginal,iphone_prefix,0,PHSA0090
12999102,iPhone XS Max Org. Cracked Screen for Sell,Screen for iPhone XS Max Org. Cracked for Sell,iphone_prefix,-3,PHSC0004
12998007,iPhone XS Max Screen OLED,OLED Screen for iPhone XS Max,iphone_prefix,0,PHSA0124
12999101,iPhone XS Org. Cracked Screen for Sell,Screen for iPhone XS Org. Cracked for Sell,iphone_prefix,-3,PHSC0003
12998006,iPhone XS Screen OLED,OLED Screen for iPhone XS,iphone_prefix,2,PHSA0123
13000227,Samsung A05 screen,Screen for Samsung A05,samsung_prefix,1,PHSS0200
12997838,Samsung A10 Screen,Screen for Samsung A10,samsung_prefix,1,PHPS0061
12998221,Samsung A10s Screen,Screen for Samsung A10s,samsung_prefix,5,PHPS0063
12999046,Samsung A12 LCD Screen,LCD Screen for Samsung A12,samsung_prefix,0,PHSS0124
12997956,Samsung A20 Screen Replacement,Screen for Samsung A20,samsung_prefix,2,PHAS0223
12998416,Samsung A21S Screen,Screen for Samsung A21S,samsung_prefix,-1,PHSS0102
12998222,Samsung A30 Screen,Screen for Samsung A30,samsung_prefix,1,PHPS0065
12998708,Samsung A31 LCD Screen,LCD Screen for Samsung A31,samsung_prefix,3,PHPS0091
13000459,Samsung A34 OEM screen with frame,Screen for Samsung A34 with Frame,samsung_prefix,-1,PHSA0185
13000411,Samsung A34 OLED screen with frame,OLED Screen for Samsung A34 with Frame,samsung_prefix,0,PHSA0180
13000031,Samsung A50 LCD Screen,LCD Screen for Samsung A50,samsung_prefix,0,PHSA0165
12998223,Samsung A50 Screen,Screen for Samsung A50,samsung_prefix,-2,PHPS0066
12998961,Samsung A52 LCD Screen,LCD Screen for Samsung A52,samsung_prefix,-3,PHSS0113
13000462,Samsung A52 OEM screen with frame,Screen for Samsung A52 with Frame,samsung_prefix,0,PHSA0186
12998224,Samsung A70 Screen,Screen for Samsung A70,samsung_prefix,0,PHPS0067
12998962,Samsung Galaxy A01 Screen,Screen for Samsung Galaxy A01,samsung_prefix,3,PHSS0114
12998963,Samsung Galaxy A02 Screen,Screen for Samsung Galaxy A02,samsung_prefix,2,PHSS0115
12999065,Samsung Galaxy A02S Screen,Screen for Samsung Galaxy A02S,samsung_prefix,1,PHSS0127
12999335,Samsung Galaxy A02s/A03/A03s LCD Screen,LCD Screen for Samsung Galaxy A02s/A03/A03s,samsung_prefix,0,PHSS0134
12999316,Samsung Galaxy A03/ A12 Nacho screen,Screen for Samsung Galaxy A03/ A12 Nacho,samsung_prefix,1,PHSS0133
12999699,Samsung Galaxy A04 Screen,Screen for Samsung Galaxy A04,samsung_prefix,0,PHSS0150
12998650,Samsung Galaxy A10 Screen with Frame,Screen for Samsung Galaxy A10 with Frame,samsung_prefix,8,PHSS0105
12998259,Samsung Galaxy A11 Screen,Screen for Samsung Galaxy A11,samsung_prefix,2,PHPS0074
12999935,Samsung Galaxy A13 Screen,Screen for Samsung Galaxy A13,samsung_prefix,1,PHSS0153
12999792,Samsung Galaxy A14 5G Screen,Screen for Samsung Galaxy A14 5G,samsung_prefix,1,PHSS0152
12999107,Samsung Galaxy A20 OLED Screen,OLED Screen for Samsung Galaxy A20,samsung_prefix,1,PHSS0130
12999821,Samsung Galaxy A21s  Screen,Screen for Samsung Galaxy A21s,samsung_prefix,0,PHPS0187
12998959,Samsung Galaxy A22 (5G) Screen,Screen for Samsung Galaxy A22 (5G),samsung_prefix,0,PHSS0111
12999472,Samsung Galaxy A22 4G Screen,Screen for Samsung Galaxy A22 4G,samsung_prefix,-1,PHSS0141
12999667,Samsung Galaxy A23 Screen,Screen for Samsung Galaxy A23,samsung_prefix,0,PHSS0147
12999006,Samsung Galaxy A3 (2017) Screen,Screen for Samsung Galaxy A3 (2017),samsung_prefix,0,PHSS0121
12998968,Samsung Galaxy A30 OLED Screen,OLED Screen for Samsung Galaxy A30,samsung_prefix,0,PHSS0120
12998966,Samsung Galaxy A31 OLED Screen,OLED Screen for Samsung Galaxy A31,samsung_prefix,0,PHSS0118
12998964,Samsung Galaxy A32 4G Screen,Screen for Samsung Galaxy A32 4G,samsung_prefix,2,PHSS0116
12999382,Samsung Galaxy A32 5G Screen ,Screen for Samsung Galaxy A32 5G,samsung_prefix,1,PHSS0136
12998709,Samsung Galaxy A51 OLED Screen,OLED Screen for Samsung Galaxy A51,samsung_prefix,-2,PHPS0092
12999706,Samsung Galaxy A52s Screen,Screen for Samsung Galaxy A52s,samsung_prefix,-2,PHSS0151
12999586,Samsung Galaxy A53 5G Screen,Screen for Samsung Galaxy A53 5G,samsung_prefix,0,PHSS0144
12999694,Samsung Galaxy A7 (2017) Screen,Screen for Samsung Galaxy A7 (2017),samsung_prefix,0,PHSS0148
12999105,Samsung Galaxy A70 OLED Screen,OLED Screen for Samsung Galaxy A70,samsung_prefix,0,PHSS0128
12999479,Samsung Galaxy A71 4G OEM Screen,Screen for Samsung Galaxy A71 4G,samsung_prefix,0,PHSS0142
12999697,Samsung Galaxy A71 4G OLED Screen,OLED Screen for Samsung Galaxy A71 4G,samsung_prefix,1,PHSS0149
12998965,Samsung Galaxy A71 OLED Screen,OLED Screen for Samsung Galaxy A71,samsung_prefix,1,PHSS0117
12998960,Samsung Galaxy A72 Screen,Screen for Samsung Galaxy A72,samsung_prefix,1,PHSS0112
12827846,Samsung Galaxy J5 Prime Screen Assembly no Frame Black,Screen Assembly for Samsung Galaxy J5 Prime no Frame Black,samsung_prefix,4,PHSS0089
12828126,Samsung Galaxy J5 Prime Screen Assembly no Frame Gold,Screen Assembly for Samsung Galaxy J5 Prime no Frame Gold,samsung_prefix,0,PHSS0091
12827845,Samsung Galaxy J5 Prime Screen Assembly no Frame White,Screen Assembly for Samsung Galaxy J5 Prime no Frame White,samsung_prefix,0,PHSS0090
12998814,Samsung Galaxy J5 Pro Screen,Screen for Samsung Galaxy J5 Pro,samsung_prefix,0,PHSS0107
13000030,Samsung Galaxy J5 Pro SM-J530 LCD screen,LCD Screen for Samsung Galaxy J5 Pro SM-J530,samsung_prefix,0,PHPS0199
12999848,Samsung Galaxy M22 M225F  Screen with Frame,Screen for Samsung Galaxy M22 M225F with Frame,samsung_prefix,1,PHPS0189
12999844,Samsung Galaxy M32 M325F  Screen with Frame,Screen for Samsung Galaxy M32 M325F with Frame,samsung_prefix,0,PHPS0188
12828175,Samsung Galaxy Note 1 Screen without Frame Black,Screen for Samsung Galaxy Note 1 no Frame Black,samsung_prefix,2,PHSS0001
12828174,Samsung Galaxy Note 1 Screen without Frame White,Screen for Samsung Galaxy Note 1 no Frame White,samsung_prefix,2,PHSS0002
12828159,Samsung Galaxy Note 2 N7100 Screen Assembly with Frame Black ,Screen Assembly for Samsung Galaxy Note 2 N7100 with Frame Black,samsung_prefix,3,PHSS0003
12828158,Samsung Galaxy Note 2 N7100 Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy Note 2 N7100 with Frame White,samsung_prefix,0,PHSS0073
12828170,Samsung Galaxy Note 2 N7105 Screen Assembly with Frame Black,Screen Assembly for Samsung Galaxy Note 2 N7105 with Frame Black,samsung_prefix,0,PHSS0004
12828169,Samsung Galaxy Note 2 N7105 Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy Note 2 N7105 with Frame White,samsung_prefix,0,PHSS0005
12828156,Samsung Galaxy Note 2 Screen Assembly without Frame Black,Screen Assembly for Samsung Galaxy Note 2 no Frame Black,samsung_prefix,0,PHSS0006
12827794,Samsung Galaxy Note 2 Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy Note 2 no Frame White,samsung_prefix,6,PHSS0007
12827550,Samsung Galaxy Note 2 Screen Glass Lens Black,Screen for Samsung Galaxy Note 2 Glass Lens Black,samsung_prefix,0,PHSS0008
12828047,Samsung Galaxy Note 2 Screen Glass Lens Black,Screen for Samsung Galaxy Note 2 Glass Lens Black,samsung_prefix,0,PHSS0009
12827613,Samsung Galaxy Note 2 Screen Glass Lens Blue,Screen for Samsung Galaxy Note 2 Glass Lens Blue,samsung_prefix,0,PHSS0010
12827611,Samsung Galaxy Note 2 Screen Glass Lens Grey,Screen for Samsung Galaxy Note 2 Glass Lens Grey,samsung_prefix,0,PHSS0011
12827610,Samsung Galaxy Note 2 Screen Glass Lens White,Screen for Samsung Galaxy Note 2 Glass Lens White,samsung_prefix,0,PHSS0013
12827549,Samsung Galaxy Note 2 Screen Glass Lens White,Screen for Samsung Galaxy Note 2 Glass Lens White,samsung_prefix,0,PHSS0012
12828146,Samsung Galaxy Note 3 N900 Screen Assembly with Frame Black,Screen Assembly for Samsung Galaxy Note 3 N900 with Frame Black,samsung_prefix,0,PHSS0014
12828154,Samsung Galaxy Note 3 N900 Screen Assembly with Frame Blue,Screen Assembly for Samsung Galaxy Note 3 N900 with Frame Blue,samsung_prefix,0,PHSS0015
12828153,Samsung Galaxy Note 3 N900 Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy Note 3 N900 with Frame White,samsung_prefix,0,PHSS0016
12828147,Samsung Galaxy Note 3 N900 Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy Note 3 N900 with Frame White,samsung_prefix,2,PHSS0017
12828186,Samsung Galaxy Note 3 N9005 Screen Assembly with Frame Black,Screen Assembly for Samsung Galaxy Note 3 N9005 with Frame Black,samsung_prefix,4,PHSS0018
12828172,Samsung Galaxy Note 3 N9005 Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy Note 3 N9005 with Frame White,samsung_prefix,0,PHSS0019
12827645,Samsung Galaxy Note 3 Screen Glass Lens Black,Screen for Samsung Galaxy Note 3 Glass Lens Black,samsung_prefix,0,PHSS0020
12827644,Samsung Galaxy Note 3 Screen Glass Lens Blue,Screen for Samsung Galaxy Note 3 Glass Lens Blue,samsung_prefix,0,PHSS0021
12827614,Samsung Galaxy Note 3 Screen Glass Lens Gery,Screen for Samsung Galaxy Note 3 Glass Lens Gery,samsung_prefix,0,PHSS0022
12827643,Samsung Galaxy Note 3 Screen Glass Lens White,Screen for Samsung Galaxy Note 3 Glass Lens White,samsung_prefix,0,PHSS0023
12827784,Samsung Galaxy Note 4 Screen Assembly without Frame Black,Screen Assembly for Samsung Galaxy Note 4 no Frame Black,samsung_prefix,0,PHSS0024
12828144,Samsung Galaxy Note 4 Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy Note 4 no Frame White,samsung_prefix,0,PHSS0025
12827628,Samsung Galaxy Note 4 Screen Glass Lens Black,Screen for Samsung Galaxy Note 4 Glass Lens Black,samsung_prefix,0,PHSS0026
12827594,Samsung Galaxy Note 4 Screen Glass Lens White,Screen for Samsung Galaxy Note 4 Glass Lens White,samsung_prefix,0,PHSS0027
12998818,Samsung Galaxy Note 9 Screen,Screen for Samsung Galaxy Note 9,samsung_prefix,0,PHPS0110
12999385,Samsung Galaxy Note10 Plus Screen,Screen for Samsung Galaxy Note10 Plus,samsung_prefix,0,PHSS0137
12999403,Samsung Galaxy Note20 Screen,Screen for Samsung Galaxy Note20,samsung_prefix,0,PHSS0138
12998893,Samsung Galaxy Note20 Ultra Screen,Screen for Samsung Galaxy Note20 Ultra,samsung_prefix,0,PHSS0110
12999345,Samsung Galaxy Note8 Screen,Screen for Samsung Galaxy Note8,samsung_prefix,1,PHSS0135
12827544,Samsung Galaxy S Duos S7562 Touch Screen - Black,Screen for Samsung Galaxy S Duos S7562 Touch Black,samsung_prefix,0,PHSS0028
12999062,Samsung Galaxy S10 Plus Screen,Screen for Samsung Galaxy S10 Plus,samsung_prefix,1,PHSS0126
12828198,Samsung Galaxy S2 i9100 Screen Assembly with Frame Black,Screen Assembly for Samsung Galaxy S2 i9100 with Frame Black,samsung_prefix,2,PHSS0029
12828197,Samsung Galaxy S2 i9100 Screen Assembly with Frame Blue,Screen Assembly for Samsung Galaxy S2 i9100 with Frame Blue,samsung_prefix,0,BATS0010
12828196,Samsung Galaxy S2 i9100 Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy S2 i9100 with Frame White,samsung_prefix,5,PHSS0030
12828206,Samsung Galaxy S2 i9100 Screen Assembly without Frame Black,Screen Assembly for Samsung Galaxy S2 i9100 no Frame Black,samsung_prefix,0,PHSS0031
12828185,Samsung Galaxy S2 i9100 Screen Assembly without Frame Blue,Screen Assembly for Samsung Galaxy S2 i9100 no Frame Blue,samsung_prefix,0,PHSS0034
12828207,Samsung Galaxy S2 i9100 Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy S2 i9100 no Frame White,samsung_prefix,0,PHSS0035
12828052,Samsung Galaxy S2 i9100 Screen Glass Lens Black,Screen for Samsung Galaxy S2 i9100 Glass Lens Black,samsung_prefix,0,PHSS0072
12827609,Samsung Galaxy S2 i9100 Screen Glass Lens Blue,Screen for Samsung Galaxy S2 i9100 Glass Lens Blue,samsung_prefix,0,PHSS0036
12828046,Samsung Galaxy S2 i9100 Screen Glass Lens White,Screen for Samsung Galaxy S2 i9100 Glass Lens White,samsung_prefix,0,PHSS0037
12999007,Samsung Galaxy S20 FE Screen,Screen for Samsung Galaxy S20 FE,samsung_prefix,-3,PHSS0122
12999012,Samsung Galaxy S20 Plus Screen,Screen for Samsung Galaxy S20 Plus,samsung_prefix,0,PHSS0123
12998824,Samsung Galaxy S20 Screen,Screen for Samsung Galaxy S20,samsung_prefix,2,PHSS0108
12998700,Samsung Galaxy S20 Ultra Screen,Screen for Samsung Galaxy S20 Ultra,samsung_prefix,0,PHSS0106
12999232,Samsung Galaxy S21 Plus Screen,Screen for Samsung Galaxy S21 Plus,samsung_prefix,-1,PHSS0131
12999611,Samsung Galaxy S21 Screen,Screen for Samsung Galaxy S21,samsung_prefix,2,PHSS0145
12999915,Samsung Galaxy S21FE  Lcd Screen,LCD Screen for Samsung Galaxy S21FE,samsung_prefix,-1,PHPS0195
12999909,Samsung Galaxy S22 Lcd Screen,LCD Screen for Samsung Galaxy S22,samsung_prefix,-1,PHPS0192
12999519,Samsung Galaxy S22 Ultra Screen,Screen for Samsung Galaxy S22 Ultra,samsung_prefix,-4,PHSS0143
12999910,Samsung Galaxy S23 Lcd Screen,LCD Screen for Samsung Galaxy S23,samsung_prefix,1,PHPS0193
12999911,Samsung Galaxy S23 Ultra  Lcd Screen,LCD Screen for Samsung Galaxy S23 Ultra,samsung_prefix,-2,PHPS0194
12827835,Samsung Galaxy S3 i9300 Screen Assembly with Frame Black,Screen Assembly for Samsung Galaxy S3 i9300 with Frame Black,samsung_prefix,0,PHSS0038
12828176,Samsung Galaxy S3 i9300 Screen Assembly with Frame Blue,Screen Assembly for Samsung Galaxy S3 i9300 with Frame Blue,samsung_prefix,0,PHSS0039
12828168,Samsung Galaxy S3 i9300 Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy S3 i9300 with Frame White,samsung_prefix,0,PHSS0040
12827863,Samsung Galaxy S3 i9300 Screen Assembly without Frame Black,Screen Assembly for Samsung Galaxy S3 i9300 no Frame Black,samsung_prefix,4,PHSS0041
12828181,Samsung Galaxy S3 i9300 Screen Assembly without Frame Blue,Screen Assembly for Samsung Galaxy S3 i9300 no Frame Blue,samsung_prefix,0,PHSS0042
12827884,Samsung Galaxy S3 i9300 Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy S3 i9300 no Frame White,samsung_prefix,5,PHSS0043
12828210,Samsung Galaxy S3 mini Screen Assembly with Frame Blue,Screen Assembly for Samsung Galaxy S3 mini with Frame Blue,samsung_prefix,0,PHSS0044
12827891,Samsung Galaxy S3 mini Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy S3 mini with Frame White,samsung_prefix,0,PHSS0045
12827642,Samsung Galaxy S3 mini Screen Glass Lens Black,Screen for Samsung Galaxy S3 mini Glass Lens Black,samsung_prefix,0,PHSS0046
12827608,Samsung Galaxy S3 mini Screen Glass Lens White,Screen for Samsung Galaxy S3 mini Glass Lens White,samsung_prefix,0,PHSS0047
12827892,Samsung Galaxy S3 mini Screen without Frame White,Screen for Samsung Galaxy S3 mini no Frame White,samsung_prefix,0,PHSS0048
